geocode,variablename,year,rank,value,country,region,commonwealth
SGP,Equality of Opportunity,2015,17,84.89,Singapore,East Asia and Pacific,1
SGP,Health and Wellbeing,2015,10,93.25,Singapore,East Asia and Pacific,1
SGP,Peace and Security,2015,1,97.64,Singapore,East Asia and Pacific,1
SGP,Political Participation,2015,151,19.62,Singapore,East Asia and Pacific,1
SGP,Civic Participation,2016,85,45.43,Singapore,East Asia and Pacific,1
SGP,Education,2016,21,88.18,Singapore,East Asia and Pacific,1
SGP,Employment and Opportunity,2016,1,91.65,Singapore,East Asia and Pacific,1
SGP,Equality of Opportunity,2016,64,76.76,Singapore,East Asia and Pacific,1
SGP,Health and Wellbeing,2016,7,94.38,Singapore,East Asia and Pacific,1
SGP,Peace and Security,2016,1,97.55,Singapore,East Asia and Pacific,1
SGP,Political Participation,2016,155,16.95,Singapore,East Asia and Pacific,1
SGP,Civic Participation,2017,6,72.4,Singapore,East Asia and Pacific,1
SGP,Education,2017,21,88.14,Singapore,East Asia and Pacific,1
SGP,Employment and Opportunity,2017,3,91.87,Singapore,East Asia and Pacific,1
SGP,Equality of Opportunity,2017,67,75.14,Singapore,East Asia and Pacific,1
SGP,Health and Wellbeing,2017,7,94.69,Singapore,East Asia and Pacific,1
SGP,Peace and Security,2017,2,97.52,Singapore,East Asia and Pacific,1
SGP,Political Participation,2017,157,16.06,Singapore,East Asia and Pacific,1
SGP,Civic Participation,2018,104,42.47,Singapore,East Asia and Pacific,1
SGP,Education,2018,21,88.14,Singapore,East Asia and Pacific,1
SGP,Employment and Opportunity,2018,3,92.07,Singapore,East Asia and Pacific,1
SGP,Equality of Opportunity,2018,69,74.47,Singapore,East Asia and Pacific,1
SGP,Health and Wellbeing,2018,5,95.36,Singapore,East Asia and Pacific,1
SGP,Peace and Security,2018,2,97.46,Singapore,East Asia and Pacific,1
SGP,Political Participation,2018,159,14.29,Singapore,East Asia and Pacific,1
SLE,Civic Participation,2010,63,45.76,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2010,151,5.07,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2010,86,54.58,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2010,142,43.68,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2010,144,35.55,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2010,63,74.88,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2010,59,62.48,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2011,27,58.21,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2011,152,5.31,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2011,79,54.99,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2011,148,39.33,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2011,144,35.92,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2011,58,74.55,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2011,45,65.44,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2012,27,57.67,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2012,149,6.02,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2012,86,54.77,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2012,150,40.12,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2012,145,37.36,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2012,58,74.83,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2012,38,68.4,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2013,36,57.13,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2013,153,5.22,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2013,88,54.27,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2013,151,40.95,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2013,146,39.12,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2013,63,73.51,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2013,29,71.37,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2014,34,59.15,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2014,153,5.23,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2014,91,54.02,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2014,143,46.75,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2014,149,35.01,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2014,55,77.39,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2014,38,68.7,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2015,22,65.26,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2015,153,5.24,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2015,88,55.09,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2015,155,35.86,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2015,149,37.11,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2015,55,76.26,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2015,48,66.03,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2016,9,71.18,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2016,152,5.62,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2016,87,56.38,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2016,148,41.76,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2016,145,42.34,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2016,59,75.79,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2016,20,77.14,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2017,9,70.87,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2017,152,5.67,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2017,85,57.89,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2017,146,45.85,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2017,147,43.48,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2017,58,77.91,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2017,18,76.7,Sierra Leone,Sub-Saharan Africa ,1
SLE,Civic Participation,2018,4,70.15,Sierra Leone,Sub-Saharan Africa ,1
SLE,Education,2018,153,5.67,Sierra Leone,Sub-Saharan Africa ,1
SLE,Employment and Opportunity,2018,88,57.99,Sierra Leone,Sub-Saharan Africa ,1
SLE,Equality of Opportunity,2018,154,37.49,Sierra Leone,Sub-Saharan Africa ,1
SLE,Health and Wellbeing,2018,147,44.39,Sierra Leone,Sub-Saharan Africa ,1
SLE,Peace and Security,2018,58,77.79,Sierra Leone,Sub-Saharan Africa ,1
SLE,Political Participation,2018,25,72.25,Sierra Leone,Sub-Saharan Africa ,1
SLV,Civic Participation,2010,118,32.95,El Salvador,Latin America and Caribbean ,
SLV,Education,2010,102,57.27,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2010,125,45.44,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2010,37,80.38,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2010,130,47.85,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2010,118,50.72,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2010,7,80,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2011,100,37.27,El Salvador,Latin America and Caribbean ,
SLV,Education,2011,102,58.43,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2011,121,47.5,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2011,49,78.64,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2011,127,48.62,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2011,123,50.25,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2011,14,79.11,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2012,104,37.84,El Salvador,Latin America and Caribbean ,
SLV,Education,2012,102,59.26,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2012,117,49.06,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2012,52,78.48,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2012,142,40.34,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2012,126,48.95,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2012,16,78.22,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2013,97,41.98,El Salvador,Latin America and Caribbean ,
SLV,Education,2013,102,60.38,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2013,107,51.07,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2013,76,72.46,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2013,143,40.04,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2013,119,50.88,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2013,20,76.44,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2014,91,41.98,El Salvador,Latin America and Caribbean ,
SLV,Education,2014,103,60.9,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2014,119,49.39,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2014,47,79.1,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2014,148,37.66,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2014,125,50.09,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2014,19,78.67,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2015,42,58.49,El Salvador,Latin America and Caribbean ,
SLV,Education,2015,102,61.22,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2015,117,49.43,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2015,72,74.65,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2015,153,34.7,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2015,123,50.53,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2015,9,80.89,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2016,69,50.69,El Salvador,Latin America and Caribbean ,
SLV,Education,2016,102,61.09,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2016,119,48.88,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2016,30,82.89,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2016,133,50.51,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2016,122,50.09,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2016,12,79.11,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2017,90,45.22,El Salvador,Latin America and Caribbean ,
SLV,Education,2017,103,60.66,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2017,122,48.24,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2017,68,74.94,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2017,132,52.43,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2017,124,48.6,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2017,22,73.78,El Salvador,Latin America and Caribbean ,
SLV,Civic Participation,2018,55,52.64,El Salvador,Latin America and Caribbean ,
SLV,Education,2018,103,60.66,El Salvador,Latin America and Caribbean ,
SLV,Employment and Opportunity,2018,118,49.32,El Salvador,Latin America and Caribbean ,
SLV,Equality of Opportunity,2018,51,77.63,El Salvador,Latin America and Caribbean ,
SLV,Health and Wellbeing,2018,133,53.78,El Salvador,Latin America and Caribbean ,
SLV,Peace and Security,2018,125,48.53,El Salvador,Latin America and Caribbean ,
SLV,Political Participation,2018,20,74.67,El Salvador,Latin America and Caribbean ,
SOM,Civic Participation,2010,48,50.51,Somalia,Sub-Saharan Africa ,
SOM,Education,2010,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2010,139,37.51,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2010,126,51.23,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2010,124,50.99,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2010,161,0,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2010,155,18.98,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2011,51,51.26,Somalia,Sub-Saharan Africa ,
SOM,Education,2011,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2011,138,37.9,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2011,127,52.1,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2011,122,52.75,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2011,160,8.56,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2011,151,22.1,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2012,39,53.86,Somalia,Sub-Saharan Africa ,
SOM,Education,2012,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2012,137,38.37,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2012,140,46.98,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2012,124,52.21,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2012,160,3.21,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2012,150,25.21,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2013,71,47.16,Somalia,Sub-Saharan Africa ,
SOM,Education,2013,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2013,138,38.61,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2013,131,50.28,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2013,123,55.04,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2013,160,9.92,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2013,150,21.95,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2014,97,40.46,Somalia,Sub-Saharan Africa ,
SOM,Education,2014,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2014,136,39.01,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2014,127,53.66,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2014,125,54.63,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2014,159,9.61,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2014,154,18.69,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2015,13,67.59,Somalia,Sub-Saharan Africa ,
SOM,Education,2015,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2015,137,39.32,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2015,133,50.33,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2015,120,58.3,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2015,158,11.63,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2015,156,15.43,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2016,22,63.76,Somalia,Sub-Saharan Africa ,
SOM,Education,2016,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2016,139,39.71,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2016,128,53.75,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2016,123,56.99,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2016,158,11.68,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2016,153,17.21,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2017,27,63.76,Somalia,Sub-Saharan Africa ,
SOM,Education,2017,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2017,141,40.24,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2017,126,53.75,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2017,130,53.81,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2017,160,11.9,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2017,155,17.21,Somalia,Sub-Saharan Africa ,
SOM,Civic Participation,2018,19,63.76,Somalia,Sub-Saharan Africa ,
SOM,Education,2018,161,0.56,Somalia,Sub-Saharan Africa ,
SOM,Employment and Opportunity,2018,141,40.22,Somalia,Sub-Saharan Africa ,
SOM,Equality of Opportunity,2018,128,53.77,Somalia,Sub-Saharan Africa ,
SOM,Health and Wellbeing,2018,132,53.81,Somalia,Sub-Saharan Africa ,
SOM,Peace and Security,2018,160,12.2,Somalia,Sub-Saharan Africa ,
SOM,Political Participation,2018,155,17.21,Somalia,Sub-Saharan Africa ,
SRB,Civic Participation,2010,137,26.15,Republic of Serbia,Europe and Central Asia,
SRB,Education,2010,41,78.13,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2010,124,45.78,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2010,7,87.65,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2010,30,86.4,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2010,56,76.49,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2010,134,34.48,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2011,142,24.79,Republic of Serbia,Europe and Central Asia,
SRB,Education,2011,40,78.48,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2011,127,45.54,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2011,15,84.38,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2011,20,88.93,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2011,49,77.56,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2011,131,35.81,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2012,128,31.57,Republic of Serbia,Europe and Central Asia,
SRB,Education,2012,41,78.69,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2012,118,48.9,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2012,15,85.61,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2012,18,90.1,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2012,57,75.2,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2012,126,37.14,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2013,154,23.18,Republic of Serbia,Europe and Central Asia,
SRB,Education,2013,43,78.86,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2013,89,53.85,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2013,52,77.01,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2013,16,90.63,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2013,52,77.71,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2013,131,36.25,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2014,140,28.29,Republic of Serbia,Europe and Central Asia,
SRB,Education,2014,43,78.98,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2014,81,56.26,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2014,9,88.13,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2014,17,90.34,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2014,50,78.93,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2014,134,34.48,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2015,157,21.5,Republic of Serbia,Europe and Central Asia,
SRB,Education,2015,42,79.47,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2015,97,53.88,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2015,23,83.63,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2015,14,90.7,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2015,48,80.05,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2015,133,32.7,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2016,157,22.5,Republic of Serbia,Europe and Central Asia,
SRB,Education,2016,42,79.53,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2016,86,56.73,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2016,53,78.3,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2016,11,92.48,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2016,44,81.46,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2016,141,30.92,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2017,151,28.01,Republic of Serbia,Europe and Central Asia,
SRB,Education,2017,46,78.31,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2017,96,55.65,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2017,62,75.93,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2017,10,92.55,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2017,45,83.05,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2017,128,36.25,Republic of Serbia,Europe and Central Asia,
SRB,Civic Participation,2018,127,35.51,Republic of Serbia,Europe and Central Asia,
SRB,Education,2018,50,77.15,Republic of Serbia,Europe and Central Asia,
SRB,Employment and Opportunity,2018,96,55.86,Republic of Serbia,Europe and Central Asia,
SRB,Equality of Opportunity,2018,16,85.83,Republic of Serbia,Europe and Central Asia,
SRB,Health and Wellbeing,2018,13,91.43,Republic of Serbia,Europe and Central Asia,
SRB,Peace and Security,2018,44,83.55,Republic of Serbia,Europe and Central Asia,
SRB,Political Participation,2018,135,32.7,Republic of Serbia,Europe and Central Asia,
SSD,Civic Participation,2010,73,43.15,South Sudan,Sub-Saharan Africa ,
SSD,Education,2010,159,1.27,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2010,81,54.96,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2010,127,50.97,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2010,147,31.19,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2010,154,25.07,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2010,98,49.65,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2011,73,43.15,South Sudan,Sub-Saharan Africa ,
SSD,Education,2011,160,1.27,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2011,76,55.56,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2011,132,50.96,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2011,152,24.23,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2011,158,21.06,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2011,98,49.65,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2012,85,43.15,South Sudan,Sub-Saharan Africa ,
SSD,Education,2012,160,1.32,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2012,80,56.16,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2012,131,51.16,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2012,151,30.88,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2012,158,18.95,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2012,95,49.65,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2013,92,43.15,South Sudan,Sub-Saharan Africa ,
SSD,Education,2013,160,1.37,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2013,81,56.58,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2013,127,51.48,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2013,153,26.37,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2013,159,10.58,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2013,97,49.65,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2014,82,43.15,South Sudan,Sub-Saharan Africa ,
SSD,Education,2014,160,1.43,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2014,78,57.18,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2014,130,51.57,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2014,154,27.05,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2014,158,13.94,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2014,99,49.65,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2015,69,51.4,South Sudan,Sub-Saharan Africa ,
SSD,Education,2015,160,1.48,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2015,77,57.24,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2015,138,48.8,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2015,148,37.81,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2015,159,8.11,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2015,99,49.65,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2016,103,41.52,South Sudan,Sub-Saharan Africa ,
SSD,Education,2016,160,1.48,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2016,82,57.75,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2016,138,50.65,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2016,154,33.04,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2016,161,2.51,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2016,101,47.87,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2017,100,42.85,South Sudan,Sub-Saharan Africa ,
SSD,Education,2017,160,1.48,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2017,84,58.11,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2017,113,60.63,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2017,156,28.64,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2017,159,13.75,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2017,98,47.87,South Sudan,Sub-Saharan Africa ,
SSD,Civic Participation,2018,101,42.85,South Sudan,Sub-Saharan Africa ,
SSD,Education,2018,160,1.48,South Sudan,Sub-Saharan Africa ,
SSD,Employment and Opportunity,2018,87,58.08,South Sudan,Sub-Saharan Africa ,
SSD,Equality of Opportunity,2018,90,69.21,South Sudan,Sub-Saharan Africa ,
SSD,Health and Wellbeing,2018,156,28.64,South Sudan,Sub-Saharan Africa ,
SSD,Peace and Security,2018,159,13.46,South Sudan,Sub-Saharan Africa ,
SSD,Political Participation,2018,102,47.87,South Sudan,Sub-Saharan Africa ,
SUR,Civic Participation,2010,36,54.06,Suriname,Latin America and Caribbean ,
SUR,Education,2010,91,65.62,Suriname,Latin America and Caribbean ,
SUR,Employment and Opportunity,2010,103,51.16,Suriname,Latin America and Caribbean ,
SUR,Equality of Opportunity,2010,107,60.22,Suriname,Latin America and Caribbean ,
