group,Iso3,category,year,banded
Health and Wellbeing,LSO,Drug Abuse YLL (15-29),2015,0.09
Health and Wellbeing,MNE,Drug Abuse YLL (15-29),2013,0.327
Health and Wellbeing,BHR,Drug Abuse YLL (15-29),2010,0.486
Health and Wellbeing,MRT,Drug Abuse YLL (15-29),2013,0.539
Health and Wellbeing,SWZ,Drug Abuse YLL (15-29),2013,0
Health and Wellbeing,ARE,Drug Abuse YLL (15-29),2010,0.45
Health and Wellbeing,POL,Drug Abuse YLL (15-29),2014,0.868
Health and Wellbeing,ISR,Drug Abuse YLL (15-29),2012,0.915
Health and Wellbeing,CIV,Drug Abuse YLL (15-29),2014,0.427
Health and Wellbeing,EST,Drug Abuse YLL (15-29),2010,0
Health and Wellbeing,GAB,Drug Abuse YLL (15-29),2014,0.627
Health and Wellbeing,RWA,Drug Abuse YLL (15-29),2011,0.729
Health and Wellbeing,RWA,Drug Abuse YLL (15-29),2010,0.725
Health and Wellbeing,MDG,Drug Abuse YLL (15-29),2011,0.808
Health and Wellbeing,ERI,Drug Abuse YLL (15-29),2014,0.698
Health and Wellbeing,KEN,Drug Abuse YLL (15-29),2010,0.678
Health and Wellbeing,GRC,Drug Abuse YLL (15-29),2012,0.242
Health and Wellbeing,BEL,Drug Abuse YLL (15-29),2013,0.677
Health and Wellbeing,OMN,Drug Abuse YLL (15-29),2012,0.876
Health and Wellbeing,TGO,Drug Abuse YLL (15-29),2014,0.348
Health and Wellbeing,COG,Drug Abuse YLL (15-29),2014,0.682
Health and Wellbeing,ARM,Drug Abuse YLL (15-29),2011,0.896
Health and Wellbeing,ROU,Drug Abuse YLL (15-29),2015,0.918
Health and Wellbeing,NER,Drug Abuse YLL (15-29),2013,0.697
Health and Wellbeing,CAN,Drug Abuse YLL (15-29),2010,0.612
Health and Wellbeing,GRD,Drug Abuse YLL (15-29),2014,0.893
Health and Wellbeing,MKD,Drug Abuse YLL (15-29),2013,0.699
Health and Wellbeing,NOR,Drug Abuse YLL (15-29),2012,0
Health and Wellbeing,PRY,Drug Abuse YLL (15-29),2011,0.984
Health and Wellbeing,KHM,Drug Abuse YLL (15-29),2015,0.849
Health and Wellbeing,NZL,Drug Abuse YLL (15-29),2010,0.784
Health and Wellbeing,ARE,Drug Abuse YLL (15-29),2013,0.439
Health and Wellbeing,LAO,Drug Abuse YLL (15-29),2013,0.883
Health and Wellbeing,GMB,Drug Abuse YLL (15-29),2011,0.307
Health and Wellbeing,NOR,Drug Abuse YLL (15-29),2011,0
Health and Wellbeing,ARE,Drug Abuse YLL (15-29),2011,0.446
Health and Wellbeing,ALB,Drug Abuse YLL (15-29),2013,0.729
Health and Wellbeing,GNB,Drug Abuse YLL (15-29),2014,0.408
Health and Wellbeing,COG,Drug Abuse YLL (15-29),2011,0.682
Health and Wellbeing,URY,Drug Abuse YLL (15-29),2010,0.477
Health and Wellbeing,RUS,Drug Abuse YLL (15-29),2011,0.177
Health and Wellbeing,MNE,Drug Abuse YLL (15-29),2012,0.34
Health and Wellbeing,BHS,Drug Abuse YLL (15-29),2013,0.922
Health and Wellbeing,AFG,Drug Abuse YLL (15-29),2013,0.727
Health and Wellbeing,KOR,Drug Abuse YLL (15-29),2013,0.988
Health and Wellbeing,SWE,Drug Abuse YLL (15-29),2014,0.497
Health and Wellbeing,JOR,Drug Abuse YLL (15-29),2015,0.549
Health and Wellbeing,SLE,Drug Abuse YLL (15-29),2013,0.332
Health and Wellbeing,IRL,Drug Abuse YLL (15-29),2015,0.277
Health and Wellbeing,TUR,Drug Abuse YLL (15-29),2015,0.963
Health and Wellbeing,BFA,Drug Abuse YLL (15-29),2014,0.431
Health and Wellbeing,SYC,Drug Abuse YLL (15-29),2015,0.408
Health and Wellbeing,SSD,Drug Abuse YLL (15-29),2011,0.879
Health and Wellbeing,BRB,Drug Abuse YLL (15-29),2015,0.944
Health and Wellbeing,USA,Drug Abuse YLL (15-29),2014,0
Health and Wellbeing,GHA,Drug Abuse YLL (15-29),2012,0.157
Health and Wellbeing,ZAF,Drug Abuse YLL (15-29),2011,0.058
Health and Wellbeing,NAM,Drug Abuse YLL (15-29),2015,0
Health and Wellbeing,SEN,Drug Abuse YLL (15-29),2015,0.366
Health and Wellbeing,MRT,Drug Abuse YLL (15-29),2010,0.543
Health and Wellbeing,MEX,Drug Abuse YLL (15-29),2012,0.925
Health and Wellbeing,SLV,Drug Abuse YLL (15-29),2011,0.994
Health and Wellbeing,SUR,Drug Abuse YLL (15-29),2013,0.89
Health and Wellbeing,MAR,Drug Abuse YLL (15-29),2012,0
Health and Wellbeing,YEM,Drug Abuse YLL (15-29),2013,0.914
Health and Wellbeing,GNB,Drug Abuse YLL (15-29),2010,0.425
Health and Wellbeing,MRT,Drug Abuse YLL (15-29),2011,0.542
Health and Wellbeing,UKR,Drug Abuse YLL (15-29),2011,0.628
Health and Wellbeing,JPN,Drug Abuse YLL (15-29),2010,0.96
Health and Wellbeing,PNG,Drug Abuse YLL (15-29),2010,0.915
Health and Wellbeing,LTU,Drug Abuse YLL (15-29),2015,0.371
Health and Wellbeing,KIR,Drug Abuse YLL (15-29),2012,0.934
Health and Wellbeing,FJI,Drug Abuse YLL (15-29),2011,0.936
Health and Wellbeing,SDN,Drug Abuse YLL (15-29),2013,0.856
Health and Wellbeing,SVK,Drug Abuse YLL (15-29),2012,0.527
Health and Wellbeing,PAN,Drug Abuse YLL (15-29),2015,0.952
Health and Wellbeing,BGR,Drug Abuse YLL (15-29),2011,0.736
Health and Wellbeing,VNM,Drug Abuse YLL (15-29),2010,0.766
Health and Wellbeing,MUS,Drug Abuse YLL (15-29),2015,0.907
Health and Wellbeing,BGR,Drug Abuse YLL (15-29),2010,0.738
Health and Wellbeing,VCT,Drug Abuse YLL (15-29),2010,0.92
Health and Wellbeing,SDN,Drug Abuse YLL (15-29),2011,0.865
Health and Wellbeing,UGA,Drug Abuse YLL (15-29),2015,0.734
Health and Wellbeing,PRY,Drug Abuse YLL (15-29),2013,0.984
Health and Wellbeing,VCT,Drug Abuse YLL (15-29),2011,0.918
Health and Wellbeing,COM,Drug Abuse YLL (15-29),2015,0.725
Health and Wellbeing,RUS,Drug Abuse YLL (15-29),2015,0.252
Health and Wellbeing,ARE,Drug Abuse YLL (15-29),2015,0.439
Health and Wellbeing,SUR,Drug Abuse YLL (15-29),2014,0.89
Health and Wellbeing,JOR,Drug Abuse YLL (15-29),2010,0.539
Health and Wellbeing,UZB,Drug Abuse YLL (15-29),2011,0.841
Health and Wellbeing,HND,Drug Abuse YLL (15-29),2015,0.888
Health and Wellbeing,ZWE,Drug Abuse YLL (15-29),2013,0.586
Health and Wellbeing,PER,Drug Abuse YLL (15-29),2014,0.84
Health and Wellbeing,BGD,Drug Abuse YLL (15-29),2011,1
Health and Wellbeing,RUS,Drug Abuse YLL (15-29),2013,0.252
Health and Wellbeing,BHS,Drug Abuse YLL (15-29),2010,0.926
Health and Wellbeing,BWA,Drug Abuse YLL (15-29),2010,0
Health and Wellbeing,LUX,Drug Abuse YLL (15-29),2013,0.195
Health and Wellbeing,VCT,Drug Abuse YLL (15-29),2012,0.917
Health and Wellbeing,TWN,Drug Abuse YLL (15-29),2012,0.836
Health and Wellbeing,SAU,Drug Abuse YLL (15-29),2011,0.587
Health and Wellbeing,PRY,Drug Abuse YLL (15-29),2015,0.984
Health and Wellbeing,GEO,Drug Abuse YLL (15-29),2012,0.896
Health and Wellbeing,BGD,Drug Abuse YLL (15-29),2014,0.999
Health and Wellbeing,COM,Drug Abuse YLL (15-29),2013,0.725
Health and Wellbeing,OMN,Drug Abuse YLL (15-29),2014,0.888
Health and Wellbeing,ESP,Drug Abuse YLL (15-29),2011,0.563
Health and Wellbeing,BRA,Drug Abuse YLL (15-29),2012,0.935
Health and Wellbeing,SLV,Drug Abuse YLL (15-29),2013,0.993
Health and Wellbeing,LBY,Drug Abuse YLL (15-29),2012,0.715
Health and Wellbeing,ERI,Drug Abuse YLL (15-29),2013,0.698
Health and Wellbeing,VEN,Drug Abuse YLL (15-29),2014,0.937
Health and Wellbeing,NGA,Drug Abuse YLL (15-29),2010,0.576
Health and Wellbeing,AZE,Drug Abuse YLL (15-29),2010,0.74
Health and Wellbeing,CRI,Drug Abuse YLL (15-29),2014,0.952
Health and Wellbeing,HKG,Drug Abuse YLL (15-29),2011,0.775
Health and Wellbeing,SLE,Drug Abuse YLL (15-29),2012,0.343
Health and Wellbeing,NZL,Drug Abuse YLL (15-29),2014,0.761
Health and Wellbeing,NGA,Drug Abuse YLL (15-29),2014,0.549
Health and Wellbeing,ESP,Drug Abuse YLL (15-29),2014,0.534
Health and Wellbeing,BFA,Drug Abuse YLL (15-29),2015,0.431
Health and Wellbeing,MDV,Drug Abuse YLL (15-29),2012,0.796
Health and Wellbeing,WSM,Drug Abuse YLL (15-29),2013,0.978
Health and Wellbeing,JAM,Drug Abuse YLL (15-29),2011,0.953
Health and Wellbeing,GBR,Drug Abuse YLL (15-29),2014,0.364
Health and Wellbeing,JPN,Drug Abuse YLL (15-29),2015,0.96
Health and Wellbeing,TUN,Drug Abuse YLL (15-29),2010,0.797
Health and Wellbeing,SOM,Drug Abuse YLL (15-29),2014,0.926
Health and Wellbeing,EST,Drug Abuse YLL (15-29),2014,0
Health and Wellbeing,ERI,Drug Abuse YLL (15-29),2010,0.727
Health and Wellbeing,GTM,Drug Abuse YLL (15-29),2012,0.78
Health and Wellbeing,PAK,Drug Abuse YLL (15-29),2014,0.989
Health and Wellbeing,BLR,Drug Abuse YLL (15-29),2011,0.546
Health and Wellbeing,IRL,Drug Abuse YLL (15-29),2010,0.285
Health and Wellbeing,ROU,Drug Abuse YLL (15-29),2012,0.916
Health and Wellbeing,MYS,Drug Abuse YLL (15-29),2010,0.312
Health and Wellbeing,OMN,Drug Abuse YLL (15-29),2015,0.888
Health and Wellbeing,BIH,Drug Abuse YLL (15-29),2014,0.75
Health and Wellbeing,DZA,Drug Abuse YLL (15-29),2014,0.89
Health and Wellbeing,DEU,Drug Abuse YLL (15-29),2010,0.718
Health and Wellbeing,GRC,Drug Abuse YLL (15-29),2011,0.253
Health and Wellbeing,LBN,Drug Abuse YLL (15-29),2013,0.784
Health and Wellbeing,SYC,Drug Abuse YLL (15-29),2011,0.44
Health and Wellbeing,MWI,Drug Abuse YLL (15-29),2011,0.663
Health and Wellbeing,GBR,Drug Abuse YLL (15-29),2010,0.31
Health and Wellbeing,LVA,Drug Abuse YLL (15-29),2014,0.462
Health and Wellbeing,ETH,Drug Abuse YLL (15-29),2011,0.902
Health and Wellbeing,CAF,Drug Abuse YLL (15-29),2011,0.88
Health and Wellbeing,TGO,Drug Abuse YLL (15-29),2011,0.382
Health and Wellbeing,MLT,Drug Abuse YLL (15-29),2012,0.689
Health and Wellbeing,RWA,Drug Abuse YLL (15-29),2013,0.737
Health and Wellbeing,FRA,Drug Abuse YLL (15-29),2014,0.694
Health and Wellbeing,MLT,Drug Abuse YLL (15-29),2014,0.705
Health and Wellbeing,MAR,Drug Abuse YLL (15-29),2010,0
Health and Wellbeing,TON,Drug Abuse YLL (15-29),2010,0.964
Health and Wellbeing,BRA,Drug Abuse YLL (15-29),2013,0.934
Health and Wellbeing,VEN,Drug Abuse YLL (15-29),2011,0.935
Health and Wellbeing,YEM,Drug Abuse YLL (15-29),2015,0.914
Health and Wellbeing,BRN,Drug Abuse YLL (15-29),2010,0.939
Health and Wellbeing,ARM,Drug Abuse YLL (15-29),2012,0.888
Health and Wellbeing,NGA,Drug Abuse YLL (15-29),2015,0.549
Health and Wellbeing,UZB,Drug Abuse YLL (15-29),2012,0.842
Health and Wellbeing,HND,Drug Abuse YLL (15-29),2013,0.888
Health and Wellbeing,LVA,Drug Abuse YLL (15-29),2011,0.45
Health and Wellbeing,ROU,Drug Abuse YLL (15-29),2010,0.913
Health and Wellbeing,IRL,Drug Abuse YLL (15-29),2011,0.283
Health and Wellbeing,SEN,Drug Abuse YLL (15-29),2010,0.357
Health and Wellbeing,DEU,Drug Abuse YLL (15-29),2013,0.718
Health and Wellbeing,GEO,Drug Abuse YLL (15-29),2013,0.892
Health and Wellbeing,LKA,Drug Abuse YLL (15-29),2012,0.961
Health and Wellbeing,AZE,Drug Abuse YLL (15-29),2014,0.753
Health and Wellbeing,MLT,Drug Abuse YLL (15-29),2010,0.659
Health and Wellbeing,BDI,Drug Abuse YLL (15-29),2013,0.741
Health and Wellbeing,PRK,Drug Abuse YLL (15-29),2013,0.767
Health and Wellbeing,PRT,Drug Abuse YLL (15-29),2012,0.73
Health and Wellbeing,MYS,Drug Abuse YLL (15-29),2013,0.309
Health and Wellbeing,IRQ,Drug Abuse YLL (15-29),2014,0.257
Health and Wellbeing,MNE,Drug Abuse YLL (15-29),2015,0.327
Health and Wellbeing,SGP,Drug Abuse YLL (15-29),2012,0.984
Health and Wellbeing,TJK,Drug Abuse YLL (15-29),2014,0.917
Health and Wellbeing,TJK,Drug Abuse YLL (15-29),2012,0.915
Health and Wellbeing,AUS,Drug Abuse YLL (15-29),2010,0.441
Health and Wellbeing,MLI,Drug Abuse YLL (15-29),2014,0.661
Health and Wellbeing,MNE,Drug Abuse YLL (15-29),2014,0.327
Health and Wellbeing,KGZ,Drug Abuse YLL (15-29),2014,0.719
Health and Wellbeing,BFA,Drug Abuse YLL (15-29),2013,0.431
Health and Wellbeing,LCA,Drug Abuse YLL (15-29),2010,0.94
Health and Wellbeing,BGD,Drug Abuse YLL (15-29),2015,0.999
Health and Wellbeing,TTO,Drug Abuse YLL (15-29),2011,0.926
Health and Wellbeing,MDV,Drug Abuse YLL (15-29),2014,0.79
Health and Wellbeing,MWI,Drug Abuse YLL (15-29),2013,0.693
Health and Wellbeing,GUY,Drug Abuse YLL (15-29),2014,0.857
Health and Wellbeing,GIN,Drug Abuse YLL (15-29),2010,0.582
Health and Wellbeing,IDN,Drug Abuse YLL (15-29),2012,0.788
Health and Wellbeing,LBR,Drug Abuse YLL (15-29),2014,0.5
Health and Wellbeing,BGD,Drug Abuse YLL (15-29),2013,0.999
Health and Wellbeing,SLE,Drug Abuse YLL (15-29),2011,0.354
Health and Wellbeing,BRB,Drug Abuse YLL (15-29),2012,0.945
Health and Wellbeing,LVA,Drug Abuse YLL (15-29),2012,0.456
Health and Wellbeing,MDV,Drug Abuse YLL (15-29),2015,0.79
Health and Wellbeing,TUR,Drug Abuse YLL (15-29),2013,0.963
Health and Wellbeing,JOR,Drug Abuse YLL (15-29),2013,0.549
Health and Wellbeing,COL,Drug Abuse YLL (15-29),2011,0.959
Health and Wellbeing,MDA,Drug Abuse YLL (15-29),2011,0.519
Health and Wellbeing,AUT,Drug Abuse YLL (15-29),2012,0.068
Health and Wellbeing,MDV,Drug Abuse YLL (15-29),2013,0.79
Health and Wellbeing,PAK,Drug Abuse YLL (15-29),2012,0.99
Health and Wellbeing,KWT,Drug Abuse YLL (15-29),2013,0.972
Health and Wellbeing,THA,Drug Abuse YLL (15-29),2012,0
Health and Wellbeing,SSD,Drug Abuse YLL (15-29),2010,0.877
Health and Wellbeing,PSE,Drug Abuse YLL (15-29),2011,0.149
Health and Wellbeing,TJK,Drug Abuse YLL (15-29),2011,0.913
Health and Wellbeing,RWA,Drug Abuse YLL (15-29),2012,0.733
Health and Wellbeing,HUN,Drug Abuse YLL (15-29),2010,0.909
Health and Wellbeing,GRC,Drug Abuse YLL (15-29),2010,0.264
Health and Wellbeing,SLV,Drug Abuse YLL (15-29),2010,0.995
Health and Wellbeing,SLV,Drug Abuse YLL (15-29),2015,0.993
Health and Wellbeing,KOR,Drug Abuse YLL (15-29),2010,0.99
Health and Wellbeing,AUT,Drug Abuse YLL (15-29),2013,0.078
Health and Wellbeing,UKR,Drug Abuse YLL (15-29),2013,0.63
Health and Wellbeing,MNE,Drug Abuse YLL (15-29),2011,0.353
Health and Wellbeing,MUS,Drug Abuse YLL (15-29),2011,0.907
Health and Wellbeing,KHM,Drug Abuse YLL (15-29),2011,0.859
Health and Wellbeing,KHM,Drug Abuse YLL (15-29),2012,0.854
Health and Wellbeing,HKG,Drug Abuse YLL (15-29),2010,0.775
Health and Wellbeing,SLE,Drug Abuse YLL (15-29),2014,0.332
Health and Wellbeing,ROU,Drug Abuse YLL (15-29),2013,0.918
Health and Wellbeing,NGA,Drug Abuse YLL (15-29),2011,0.567
Health and Wellbeing,GNQ,Drug Abuse YLL (15-29),2010,0.76
Health and Wellbeing,MUS,Drug Abuse YLL (15-29),2010,0.906
Health and Wellbeing,ITA,Drug Abuse YLL (15-29),2015,0.773
Health and Wellbeing,DOM,Drug Abuse YLL (15-29),2011,0.938
Health and Wellbeing,GAB,Drug Abuse YLL (15-29),2010,0.661
Health and Wellbeing,MUS,Drug Abuse YLL (15-29),2014,0.907
Health and Wellbeing,HRV,Drug Abuse YLL (15-29),2010,0.45
Health and Wellbeing,SYC,Drug Abuse YLL (15-29),2012,0.424
Health and Wellbeing,STP,Drug Abuse YLL (15-29),2010,0.84
Health and Wellbeing,SLV,Drug Abuse YLL (15-29),2012,0.994
Health and Wellbeing,SUR,Drug Abuse YLL (15-29),2010,0.889
Health and Wellbeing,CAF,Drug Abuse YLL (15-29),2014,0.88
Health and Wellbeing,NOR,Drug Abuse YLL (15-29),2015,0
Health and Wellbeing,MNE,Drug Abuse YLL (15-29),2010,0.366
Health and Wellbeing,EST,Drug Abuse YLL (15-29),2011,0
Health and Wellbeing,BRB,Drug Abuse YLL (15-29),2014,0.944
Health and Wellbeing,ALB,Drug Abuse YLL (15-29),2015,0.729
Health and Wellbeing,MKD,Drug Abuse YLL (15-29),2011,0.708
Health and Wellbeing,MKD,Drug Abuse YLL (15-29),2010,0.713
Health and Wellbeing,LKA,Drug Abuse YLL (15-29),2015,0.962
Health and Wellbeing,COD,Drug Abuse YLL (15-29),2011,0.793
Health and Wellbeing,ROU,Drug Abuse YLL (15-29),2011,0.914
Health and Wellbeing,COM,Drug Abuse YLL (15-29),2012,0.724
Health and Wellbeing,ALB,Drug Abuse YLL (15-29),2011,0.731
Health and Wellbeing,DNK,Drug Abuse YLL (15-29),2011,0.449
Health and Wellbeing,COG,Drug Abuse YLL (15-29),2015,0.682
Health and Wellbeing,EST,Drug Abuse YLL (15-29),2012,0
Health and Wellbeing,ZMB,Drug Abuse YLL (15-29),2014,0.713
Health and Wellbeing,FIN,Drug Abuse YLL (15-29),2013,0.207
Health and Wellbeing,MDA,Drug Abuse YLL (15-29),2010,0.504
Health and Wellbeing,GHA,Drug Abuse YLL (15-29),2011,0.17
Health and Wellbeing,SWE,Drug Abuse YLL (15-29),2013,0.497
Health and Wellbeing,COD,Drug Abuse YLL (15-29),2014,0.788
Health and Wellbeing,ITA,Drug Abuse YLL (15-29),2014,0.773
Health and Wellbeing,GMB,Drug Abuse YLL (15-29),2013,0.31
Health and Wellbeing,AGO,Drug Abuse YLL (15-29),2012,0.834
Health and Wellbeing,LUX,Drug Abuse YLL (15-29),2014,0.195
Health and Wellbeing,TZA,Drug Abuse YLL (15-29),2013,0.752
Health and Wellbeing,BEN,Drug Abuse YLL (15-29),2013,0.254
Health and Wellbeing,GMB,Drug Abuse YLL (15-29),2010,0.306
Health and Wellbeing,DEU,Drug Abuse YLL (15-29),2011,0.718
Health and Wellbeing,TCD,Drug Abuse YLL (15-29),2010,0.817
Health and Wellbeing,LTU,Drug Abuse YLL (15-29),2010,0.362
Health and Wellbeing,HTI,Drug Abuse YLL (15-29),2012,0.591
Health and Wellbeing,TON,Drug Abuse YLL (15-29),2013,0.962
Health and Wellbeing,VCT,Drug Abuse YLL (15-29),2014,0.915
Health and Wellbeing,COG,Drug Abuse YLL (15-29),2010,0.681
Health and Wellbeing,HND,Drug Abuse YLL (15-29),2014,0.888
Health and Wellbeing,LBY,Drug Abuse YLL (15-29),2013,0.703
Health and Wellbeing,JOR,Drug Abuse YLL (15-29),2011,0.542
Health and Wellbeing,BEL,Drug Abuse YLL (15-29),2011,0.68
Health and Wellbeing,COG,Drug Abuse YLL (15-29),2013,0.682
Health and Wellbeing,SAU,Drug Abuse YLL (15-29),2013,0.466
Health and Wellbeing,DZA,Drug Abuse YLL (15-29),2013,0.89
Health and Wellbeing,CHE,Drug Abuse YLL (15-29),2011,0.548
Health and Wellbeing,ZWE,Drug Abuse YLL (15-29),2012,0.573
Health and Wellbeing,EGY,Drug Abuse YLL (15-29),2014,0.436
Health and Wellbeing,NER,Drug Abuse YLL (15-29),2010,0.698
Health and Wellbeing,COL,Drug Abuse YLL (15-29),2014,0.957
Health and Wellbeing,ZAF,Drug Abuse YLL (15-29),2010,0
Health and Wellbeing,ARM,Drug Abuse YLL (15-29),2014,0.881
Health and Wellbeing,TJK,Drug Abuse YLL (15-29),2010,0.911
Health and Wellbeing,THA,Drug Abuse YLL (15-29),2011,0
Health and Wellbeing,DJI,Drug Abuse YLL (15-29),2014,0.618
Health and Wellbeing,FIN,Drug Abuse YLL (15-29),2010,0.2
Health and Wellbeing,BFA,Drug Abuse YLL (15-29),2011,0.415
Health and Wellbeing,MDV,Drug Abuse YLL (15-29),2011,0.802
Health and Wellbeing,GBR,Drug Abuse YLL (15-29),2011,0.328
Health and Wellbeing,KGZ,Drug Abuse YLL (15-29),2012,0.72
Health and Wellbeing,ECU,Drug Abuse YLL (15-29),2010,0.928
Health and Wellbeing,VUT,Drug Abuse YLL (15-29),2014,0.955
Health and Wellbeing,CYP,Drug Abuse YLL (15-29),2012,0.752
Health and Wellbeing,HRV,Drug Abuse YLL (15-29),2012,0.491
Health and Wellbeing,BEN,Drug Abuse YLL (15-29),2012,0.265
Health and Wellbeing,VEN,Drug Abuse YLL (15-29),2012,0.936
Health and Wellbeing,MMR,Drug Abuse YLL (15-29),2015,0.684
Health and Wellbeing,HRV,Drug Abuse YLL (15-29),2011,0.471
Health and Wellbeing,BEN,Drug Abuse YLL (15-29),2014,0.254
Health and Wellbeing,TTO,Drug Abuse YLL (15-29),2014,0.92
Health and Wellbeing,IRN,Drug Abuse YLL (15-29),2013,0.529
Health and Wellbeing,FRA,Drug Abuse YLL (15-29),2011,0.703
Health and Wellbeing,EGY,Drug Abuse YLL (15-29),2012,0.441
Health and Wellbeing,CYP,Drug Abuse YLL (15-29),2010,0.767
Health and Wellbeing,FJI,Drug Abuse YLL (15-29),2012,0.935
Health and Wellbeing,PNG,Drug Abuse YLL (15-29),2011,0.913
Health and Wellbeing,IRQ,Drug Abuse YLL (15-29),2013,0.257
Health and Wellbeing,TJK,Drug Abuse YLL (15-29),2013,0.917
Health and Wellbeing,SEN,Drug Abuse YLL (15-29),2012,0.363
Health and Wellbeing,BTN,Drug Abuse YLL (15-29),2013,0.987
Health and Wellbeing,ZAF,Drug Abuse YLL (15-29),2015,0.259
Health and Wellbeing,MLT,Drug Abuse YLL (15-29),2015,0.705
Health and Wellbeing,SEN,Drug Abuse YLL (15-29),2014,0.366
Health and Wellbeing,SUR,Drug Abuse YLL (15-29),2015,0.89
Health and Wellbeing,LSO,Drug Abuse YLL (15-29),2010,0.105
Health and Wellbeing,HRV,Drug Abuse YLL (15-29),2014,0.511
Health and Wellbeing,TON,Drug Abuse YLL (15-29),2011,0.963
Health and Wellbeing,LTU,Drug Abuse YLL (15-29),2013,0.371
Health and Wellbeing,TCD,Drug Abuse YLL (15-29),2011,0.82
Health and Wellbeing,BHR,Drug Abuse YLL (15-29),2015,0.493
Health and Wellbeing,BGD,Drug Abuse YLL (15-29),2012,0.999
Health and Wellbeing,LTU,Drug Abuse YLL (15-29),2014,0.371
Health and Wellbeing,DZA,Drug Abuse YLL (15-29),2010,0.9
Health and Wellbeing,ATG,Drug Abuse YLL (15-29),2013,0.942
Health and Wellbeing,ETH,Drug Abuse YLL (15-29),2014,0.903
Health and Wellbeing,BEL,Drug Abuse YLL (15-29),2015,0.677
Health and Wellbeing,NGA,Drug Abuse YLL (15-29),2013,0.549
Health and Wellbeing,KHM,Drug Abuse YLL (15-29),2014,0.849
Health and Wellbeing,VEN,Drug Abuse YLL (15-29),2015,0.937
Health and Wellbeing,TON,Drug Abuse YLL (15-29),2015,0.962
Health and Wellbeing,NOR,Drug Abuse YLL (15-29),2013,0
Health and Wellbeing,COD,Drug Abuse YLL (15-29),2015,0.788
Health and Wellbeing,KEN,Drug Abuse YLL (15-29),2015,0.683
Health and Wellbeing,BLZ,Drug Abuse YLL (15-29),2015,0.916
Health and Wellbeing,KOR,Drug Abuse YLL (15-29),2015,0.988
Health and Wellbeing,ZMB,Drug Abuse YLL (15-29),2010,0.689
Health and Wellbeing,GAB,Drug Abuse YLL (15-29),2013,0.627
Health and Wellbeing,ARM,Drug Abuse YLL (15-29),2013,0.881
Health and Wellbeing,LVA,Drug Abuse YLL (15-29),2015,0.462
Health and Wellbeing,SVK,Drug Abuse YLL (15-29),2014,0.542
Health and Wellbeing,KWT,Drug Abuse YLL (15-29),2011,0.972
Health and Wellbeing,KAZ,Drug Abuse YLL (15-29),2013,0.953
Health and Wellbeing,GHA,Drug Abuse YLL (15-29),2014,0.145
Health and Wellbeing,SVN,Drug Abuse YLL (15-29),2014,0.632
Health and Wellbeing,TUR,Drug Abuse YLL (15-29),2011,0.964
Health and Wellbeing,BRN,Drug Abuse YLL (15-29),2012,0.936
Health and Wellbeing,KAZ,Drug Abuse YLL (15-29),2010,0.957
Health and Wellbeing,BTN,Drug Abuse YLL (15-29),2014,0.987
Health and Wellbeing,ZMB,Drug Abuse YLL (15-29),2012,0.705
Health and Wellbeing,PAK,Drug Abuse YLL (15-29),2013,0.989
Health and Wellbeing,BHR,Drug Abuse YLL (15-29),2013,0.493
Health and Wellbeing,BTN,Drug Abuse YLL (15-29),2015,0.987
Health and Wellbeing,GIN,Drug Abuse YLL (15-29),2015,0.588
Health and Wellbeing,CUB,Drug Abuse YLL (15-29),2015,0.984
Health and Wellbeing,TGO,Drug Abuse YLL (15-29),2015,0.348
Health and Wellbeing,CHE,Drug Abuse YLL (15-29),2015,0.546
Health and Wellbeing,VEN,Drug Abuse YLL (15-29),2013,0.937
Health and Wellbeing,TZA,Drug Abuse YLL (15-29),2012,0.747
Health and Wellbeing,SEN,Drug Abuse YLL (15-29),2013,0.366
Health and Wellbeing,UZB,Drug Abuse YLL (15-29),2014,0.843
Health and Wellbeing,IND,Drug Abuse YLL (15-29),2015,0.997
Health and Wellbeing,ALB,Drug Abuse YLL (15-29),2012,0.73
Health and Wellbeing,EST,Drug Abuse YLL (15-29),2015,0
Health and Wellbeing,LKA,Drug Abuse YLL (15-29),2010,0.959
Health and Wellbeing,QAT,Drug Abuse YLL (15-29),2013,0.876
Health and Wellbeing,AUT,Drug Abuse YLL (15-29),2014,0.078
Health and Wellbeing,VEN,Drug Abuse YLL (15-29),2010,0.935
Health and Wellbeing,MAR,Drug Abuse YLL (15-29),2013,0
Health and Wellbeing,THA,Drug Abuse YLL (15-29),2010,0
Health and Wellbeing,GIN,Drug Abuse YLL (15-29),2012,0.586
Health and Wellbeing,TZA,Drug Abuse YLL (15-29),2014,0.752
Health and Wellbeing,VNM,Drug Abuse YLL (15-29),2013,0.746
Health and Wellbeing,STP,Drug Abuse YLL (15-29),2012,0.835
Health and Wellbeing,IND,Drug Abuse YLL (15-29),2014,0.997
Health and Wellbeing,FRA,Drug Abuse YLL (15-29),2010,0.708
Health and Wellbeing,CZE,Drug Abuse YLL (15-29),2015,0.803
Health and Wellbeing,COL,Drug Abuse YLL (15-29),2015,0.957
Health and Wellbeing,GHA,Drug Abuse YLL (15-29),2013,0.145
Health and Wellbeing,BIH,Drug Abuse YLL (15-29),2012,0.761
Health and Wellbeing,GIN,Drug Abuse YLL (15-29),2013,0.588
Health and Wellbeing,CMR,Drug Abuse YLL (15-29),2012,0.347
Health and Wellbeing,GHA,Drug Abuse YLL (15-29),2015,0.145
